company_name,company_slug,fiscal_year,official_doc_type,official_doc_type_label,selected_canonical_document_id,sha256,source_title,source_url,source_path,final_path,validation_status,selection_status,selection_reason,selection_score,page_count,detected_years,company_name_detected_in_text,validation_status_merged,audit_bucket,audit_priority,final_file_exists,probable_language,technical_validation_status,is_pdf_header_valid,file_size_mb,validation_notes
LVMH,lvmh,2024,08_anticorruption_policy,Anti-corruption policy,canonical_db6142903df0673a6788d426,72d17e868769c4559f7fdb6d064fae0d7bbf774110da8234a7b3383dd6653757,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\08_anticorruption_policy\canonical-db6142903df0673a6788d426\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\lvmh\2024\08_anticorruption_policy\document.pdf,likely_wrong_company,selected_needs_review,selected_only_available_candidate_but_likely_wrong_company,330.0,11,"[2003, 2016, 2018, 2024]",False,likely_wrong_company,QUARANTINE_LIKELY_WRONG_COMPANY,1,True,unknown,valid_pdf,True,0.6343,"[""Nom de l'entreprise non detecte dans l'echantillon.""]"
LVMH,lvmh,2024,11_environmental_policy,Environmental policy,canonical_a092d83018c5d53b074e87e0,f9fc9f8d8cc014eb059ca6adebf141b2db9f4365acb839d9f149ce6330e5bdf4,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\11_environmental_policy\canonical-a092d83018c5d53b074e87e0\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\lvmh\2024\11_environmental_policy\document.pdf,likely_wrong_company,selected_needs_review,selected_only_available_candidate_but_likely_wrong_company,305.0,11,"[2030, 2045]",False,likely_wrong_company,QUARANTINE_LIKELY_WRONG_COMPANY,1,True,unknown,valid_pdf,True,1.1534,"[""Nom de l'entreprise non detecte dans l'echantillon.""]"
LVMH,lvmh,2024,12_supplier_code_of_conduct,Supplier code of conduct,canonical_fa44ab9377ed882a0cd72866,e587fc8f00f85c7a16c98fc231918507e0e77beaeaa6979e35e9af09f2261533,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\12_supplier_code_of_conduct\canonical-fa44ab9377ed882a0cd72866\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\lvmh\2024\12_supplier_code_of_conduct\document.pdf,likely_wrong_company,selected_needs_review,selected_only_available_candidate_but_likely_wrong_company,305.0,5,[2019],False,likely_wrong_company,QUARANTINE_LIKELY_WRONG_COMPANY,1,True,unknown,valid_pdf,True,0.3323,"[""Nom de l'entreprise non detecte dans l'echantillon.""]"
LVMH,lvmh,2024,14_earnings_call_transcripts,Earnings call transcripts,canonical_b776f276bbe7d022862ef6c5,539e75ccbf37782bb95f6b0d461d50cf615c40798d8a6746f3aeb4915f9e3c8c,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\14_earnings_call_transcripts\canonical-b776f276bbe7d022862ef6c5\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\lvmh\2024\14_earnings_call_transcripts\document.pdf,likely_wrong_company,selected_needs_review,selected_only_available_candidate_but_likely_wrong_company,305.0,14,[2025],False,likely_wrong_company,QUARANTINE_LIKELY_WRONG_COMPANY,1,True,unknown,valid_pdf,True,0.2563,"[""Nom de l'entreprise non detecte dans l'echantillon.""]"
LVMH,lvmh,2024,19_third_party_assurance_report,Third-party assurance report,canonical_a926eb0b05f78bcfa4a232f7,25b27a8258de98fe7d8f2d09a71fe9b6392067e2166a71092386d5b716ba8f02,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\19_third_party_assurance_report\canonical-a926eb0b05f78bcfa4a232f7\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\lvmh\2024\19_third_party_assurance_report\document.pdf,likely_wrong_company,selected_needs_review,selected_only_available_candidate_but_likely_wrong_company,330.0,5,"[2023, 2024, 2025]",False,likely_wrong_company,QUARANTINE_LIKELY_WRONG_COMPANY,1,True,en,valid_pdf,True,0.3254,"[""Nom de l'entreprise non detecte dans l'echantillon.""]"
