canonical_document_id,sha256,company_name,company_slug,fiscal_year,technical_document_family,official_doc_type,official_doc_type_label,doc_type_stratum,doc_subtype,period_type,regulatory_status,parent_doc_id,status,taxonomy_notes,source_document_path,taxonomy_document_path,taxonomy_manifest_path,taxonomy_references_path,error_type,error_message
canonical_f659a6d92b0104d34757e1d1,8b5dda203d109ab2d207db2deedda355a58e2ecc10a99d0401f9212346916513,LVMH,lvmh,2024,sbti_commitment,18_sbti_validation,SBTi validation,external_validation,sbti_commitment,ad_hoc,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\sbti-commitment\canonical-f659a6d92b0104d34757e1d1\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-f659a6d92b0104d34757e1d1\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-f659a6d92b0104d34757e1d1\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-f659a6d92b0104d34757e1d1\references.json,,
canonical_1b7e58cb5374e316a46e4743,8c0adf253981086eac041a56a8aed211b460d104940e5add6f1138be763b1275,LVMH,lvmh,2024,earnings_call,14_earnings_call_transcripts,Earnings call transcripts,market_communication,earnings_call,periodic,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\earnings-call\canonical-1b7e58cb5374e316a46e4743\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\14_earnings_call_transcripts\canonical-1b7e58cb5374e316a46e4743\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\14_earnings_call_transcripts\canonical-1b7e58cb5374e316a46e4743\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\14_earnings_call_transcripts\canonical-1b7e58cb5374e316a46e4743\references.json,,
canonical_7205cb9eeaac5a19b34f37d5,8c0b520ba84ce75ca7b77ddc6345c3f570b2ad5e0b9beab7016293265a8c2812,LVMH,lvmh,2024,corporate_policy,,,,corporate_policy_needs_review,perpetual,policy,,needs_review,"[""corporate_policy_needs_review""]",C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\corporate-policy\canonical-7205cb9eeaac5a19b34f37d5\document.pdf,,,,,
canonical_e18c875dba0235c213167d3a,8db4cbab391687deb6cafc6963cf0bc430b0195712f9c002498a5d7aad9b3fb5,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-e18c875dba0235c213167d3a\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-e18c875dba0235c213167d3a\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-e18c875dba0235c213167d3a\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-e18c875dba0235c213167d3a\references.json,,
canonical_54c471640d0e79f5536b8c05,901b24689be5ea3ce8b938d825e1b557905223ff7d2fa873c2a42fe00dad2f1e,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-54c471640d0e79f5536b8c05\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-54c471640d0e79f5536b8c05\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-54c471640d0e79f5536b8c05\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-54c471640d0e79f5536b8c05\references.json,,
canonical_9fe942382d9c7b977859a847,9030f042798f02536a2e288268dff0af1da30f0ac14e0482a1046be7ec85a7f4,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-9fe942382d9c7b977859a847\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-9fe942382d9c7b977859a847\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-9fe942382d9c7b977859a847\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-9fe942382d9c7b977859a847\references.json,,
canonical_3e7181299444708475ca7eca,918e97e5c37e09fda8cf3647be88ff18a13ff4e70b87e6ab1df8b0e0332554b8,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-3e7181299444708475ca7eca\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-3e7181299444708475ca7eca\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-3e7181299444708475ca7eca\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-3e7181299444708475ca7eca\references.json,,
canonical_cc8fc56e401c99f9c8554234,91ea15aaa3408f434ce7402805abc7805c41f853058fa12f62655dcee6eb25b6,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-cc8fc56e401c99f9c8554234\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-cc8fc56e401c99f9c8554234\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-cc8fc56e401c99f9c8554234\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-cc8fc56e401c99f9c8554234\references.json,,
canonical_1b67f2ca80b1866a46070332,957a082a37541b30edfd7c3a3af4341aa2acf1ba5a4dacc14645f573cb71e4b5,LVMH,lvmh,2024,corporate_policy,08_anticorruption_policy,Anti-corruption policy,policy,anticorruption_policy,perpetual,policy,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\corporate-policy\canonical-1b67f2ca80b1866a46070332\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\08_anticorruption_policy\canonical-1b67f2ca80b1866a46070332\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\08_anticorruption_policy\canonical-1b67f2ca80b1866a46070332\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\08_anticorruption_policy\canonical-1b67f2ca80b1866a46070332\references.json,,
canonical_5010d02ef53aa410e8fa8c67,95c772f353ef7609a471e313491e3039c6c161362ba03929944c4ed65dffa5f7,Schneider Electric,schneider-electric,2024,corporate_policy,,,,corporate_policy_needs_review,perpetual,policy,,needs_review,"[""corporate_policy_needs_review""]",C:\Users\hp\Desktop\ESG\ESGCorpus\schneider-electric\2024\corporate-policy\canonical-5010d02ef53aa410e8fa8c67\document.pdf,,,,,
canonical_446893b809f2a09f53a8b273,97d562b899055eeaddecc8808af1469c384bb62d77bab918702fdaecc5d17cc3,Schneider Electric,schneider-electric,2024,corporate_policy,08_anticorruption_policy,Anti-corruption policy,policy,anticorruption_policy,perpetual,policy,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\schneider-electric\2024\corporate-policy\canonical-446893b809f2a09f53a8b273\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\08_anticorruption_policy\canonical-446893b809f2a09f53a8b273\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\08_anticorruption_policy\canonical-446893b809f2a09f53a8b273\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\08_anticorruption_policy\canonical-446893b809f2a09f53a8b273\references.json,,
canonical_92ffe80bca67f72d7c72dd55,9913025d1626b18764d4e6307cd90d3d0f09f3696aea23e70eedea1c46e0e12c,TotalEnergies,totalenergies,2024,sustainability_report,02_sustainability_statement_csrd_esrs,Sustainability statement / CSRD / ESRS,core_sustainability,sustainability_report,annual,regulated_or_emerging_regulated,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\sustainability-report\canonical-92ffe80bca67f72d7c72dd55\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\02_sustainability_statement_csrd_esrs\canonical-92ffe80bca67f72d7c72dd55\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\02_sustainability_statement_csrd_esrs\canonical-92ffe80bca67f72d7c72dd55\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\02_sustainability_statement_csrd_esrs\canonical-92ffe80bca67f72d7c72dd55\references.json,,
canonical_2b96daf2b151c5596c126cd3,994f96dcaffcf4f0405f594c9436b926215a5c4d246e9b90a98e8192ecf4e386,TotalEnergies,totalenergies,2024,climate_report,03_climate_report_tcfd_transition_plan,Climate report / TCFD / transition plan,climate,climate_report,annual_or_ad_hoc,voluntary_or_regulated,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\climate-report\canonical-2b96daf2b151c5596c126cd3\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\03_climate_report_tcfd_transition_plan\canonical-2b96daf2b151c5596c126cd3\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\03_climate_report_tcfd_transition_plan\canonical-2b96daf2b151c5596c126cd3\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\03_climate_report_tcfd_transition_plan\canonical-2b96daf2b151c5596c126cd3\references.json,,
canonical_d5d65b43b03b27d2fbddac54,996a717a3ecfcd5f74da2ba6c9f9d521a310470deb842b615fae74acbbe1e4f5,TotalEnergies,totalenergies,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\agm-document\canonical-d5d65b43b03b27d2fbddac54\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\16_agm_minutes_resolutions\canonical-d5d65b43b03b27d2fbddac54\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\16_agm_minutes_resolutions\canonical-d5d65b43b03b27d2fbddac54\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\16_agm_minutes_resolutions\canonical-d5d65b43b03b27d2fbddac54\references.json,,
canonical_805f2f0f2264a378e5a9b20e,9b9e14d619787cfb6819aebe7ad76f4c7631328e6339d435be805ad23aece33f,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-805f2f0f2264a378e5a9b20e\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-805f2f0f2264a378e5a9b20e\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-805f2f0f2264a378e5a9b20e\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-805f2f0f2264a378e5a9b20e\references.json,,
canonical_c3b9e1a41fbbf16284641448,9c4f179756dc155d9ab7e1829dc1ce1c08ee98d3d804f5aa2fe4fedec15a34d2,TotalEnergies,totalenergies,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\agm-document\canonical-c3b9e1a41fbbf16284641448\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\16_agm_minutes_resolutions\canonical-c3b9e1a41fbbf16284641448\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\16_agm_minutes_resolutions\canonical-c3b9e1a41fbbf16284641448\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\16_agm_minutes_resolutions\canonical-c3b9e1a41fbbf16284641448\references.json,,
canonical_4063461f2cd06a72101fc595,9c5c4949b391f334bb5fa48e37f255512d61ccf6308de9b56c1545b4f6cfa3e2,LVMH,lvmh,2024,earnings_call,14_earnings_call_transcripts,Earnings call transcripts,market_communication,earnings_call,periodic,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\earnings-call\canonical-4063461f2cd06a72101fc595\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\14_earnings_call_transcripts\canonical-4063461f2cd06a72101fc595\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\14_earnings_call_transcripts\canonical-4063461f2cd06a72101fc595\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\14_earnings_call_transcripts\canonical-4063461f2cd06a72101fc595\references.json,,
canonical_80620bffefea945d4500b45b,9c9e3bf43b37a939586324dd65a7fe0fd21eb1338005665be6131f1f429f7591,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-80620bffefea945d4500b45b\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-80620bffefea945d4500b45b\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-80620bffefea945d4500b45b\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-80620bffefea945d4500b45b\references.json,,
canonical_86ce4322e842d7d005753ab0,9cc1d783418da963215e66d87a39d2cd01cecdf6715a908aab839e14955a5d01,LVMH,lvmh,2024,climate_report,03_climate_report_tcfd_transition_plan,Climate report / TCFD / transition plan,climate,climate_report,annual_or_ad_hoc,voluntary_or_regulated,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\climate-report\canonical-86ce4322e842d7d005753ab0\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\03_climate_report_tcfd_transition_plan\canonical-86ce4322e842d7d005753ab0\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\03_climate_report_tcfd_transition_plan\canonical-86ce4322e842d7d005753ab0\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\03_climate_report_tcfd_transition_plan\canonical-86ce4322e842d7d005753ab0\references.json,,
canonical_16698a832fd67253ca0e9962,9e9bfac84870b7da5e4c44c7c20219058ac4c8fe2c65f900ba2ce9047fd58d63,TotalEnergies,totalenergies,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\agm-document\canonical-16698a832fd67253ca0e9962\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\16_agm_minutes_resolutions\canonical-16698a832fd67253ca0e9962\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\16_agm_minutes_resolutions\canonical-16698a832fd67253ca0e9962\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\16_agm_minutes_resolutions\canonical-16698a832fd67253ca0e9962\references.json,,
canonical_6a311c4f715c6fba09582b62,9f36260d666604e27c0193792f964971a1315bcc570554a9450737fe9ebd57f2,LVMH,lvmh,2024,sbti_commitment,18_sbti_validation,SBTi validation,external_validation,sbti_commitment,ad_hoc,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\sbti-commitment\canonical-6a311c4f715c6fba09582b62\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-6a311c4f715c6fba09582b62\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-6a311c4f715c6fba09582b62\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-6a311c4f715c6fba09582b62\references.json,,
canonical_4bd8297272a14a4f007b1fea,9f8eca45a6639e43271bd88b6f0c63a985a3560b785d8b5f4e4bc96b45f5505f,TotalEnergies,totalenergies,2024,assurance_report,19_third_party_assurance_report,Third-party assurance report,assurance,assurance_report,annual_or_ad_hoc,regulated_or_voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\assurance-report\canonical-4bd8297272a14a4f007b1fea\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\19_third_party_assurance_report\canonical-4bd8297272a14a4f007b1fea\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\19_third_party_assurance_report\canonical-4bd8297272a14a4f007b1fea\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\19_third_party_assurance_report\canonical-4bd8297272a14a4f007b1fea\references.json,,
canonical_c770a46401e681516f05ed3e,9fc754d47162512181a6f7cef448ba76a78ece624fe335f6abfdcc12930e0a7b,BNP Paribas,bnp-paribas,2024,annual_report,01_urd_annual_report,URD / annual report,core_reporting,annual_report,annual,regulated_or_standard_reporting,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\bnp-paribas\2024\annual-report\canonical-c770a46401e681516f05ed3e\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\bnp-paribas\2024\01_urd_annual_report\canonical-c770a46401e681516f05ed3e\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\bnp-paribas\2024\01_urd_annual_report\canonical-c770a46401e681516f05ed3e\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\bnp-paribas\2024\01_urd_annual_report\canonical-c770a46401e681516f05ed3e\references.json,,
canonical_37b483c6769d67a255e98451,9fff4f49b1c77aeaac3521438ad34bd802764e3877ec4fd7b3c5a887948ddde0,Schneider Electric,schneider-electric,2024,remuneration_report,,,,remuneration_report_needs_review,,,,needs_review,"[""may_be_section_of_urd"", ""official_doc_type_needs_review""]",C:\Users\hp\Desktop\ESG\ESGCorpus\schneider-electric\2024\remuneration-report\canonical-37b483c6769d67a255e98451\document.pdf,,,,,
canonical_4c533a37fc0250f0d96994d0,a05e0402777fc4dd5bffb0e5365b6161529d8430065adf3736905fda473d3a02,Schneider Electric,schneider-electric,2024,remuneration_report,,,,remuneration_report_needs_review,,,,needs_review,"[""may_be_section_of_urd"", ""official_doc_type_needs_review""]",C:\Users\hp\Desktop\ESG\ESGCorpus\schneider-electric\2024\remuneration-report\canonical-4c533a37fc0250f0d96994d0\document.pdf,,,,,
canonical_e40e6307b0697d5d38ab12a7,a13f228aa035bede38a0df4b99f81e097b750043345f5208b8cf7dcf906d7bd7,TotalEnergies,totalenergies,2024,cdp_response,17_cdp_response,CDP response,external_questionnaire,cdp_response,annual,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\cdp-response\canonical-e40e6307b0697d5d38ab12a7\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\17_cdp_response\canonical-e40e6307b0697d5d38ab12a7\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\17_cdp_response\canonical-e40e6307b0697d5d38ab12a7\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\17_cdp_response\canonical-e40e6307b0697d5d38ab12a7\references.json,,
canonical_33c6574e55caea9fb8428c26,a24dfcb5235ae633784625bde52d76b0a44f6426a39f627326c1c383e8be68b2,LVMH,lvmh,2024,corporate_policy,,,,corporate_policy_needs_review,perpetual,policy,,needs_review,"[""corporate_policy_needs_review""]",C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\corporate-policy\canonical-33c6574e55caea9fb8428c26\document.pdf,,,,,
canonical_14effcdd797859325af5031b,a3cfa122246d008c6742d664c2671f9d3252dfee3ffe76a05b7188b05bb2beda,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-14effcdd797859325af5031b\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-14effcdd797859325af5031b\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-14effcdd797859325af5031b\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-14effcdd797859325af5031b\references.json,,
canonical_40d8e0d89b7401018cec99da,a479aa243964ca928068a8058a6577c51ef093611e5b342d1d5fbb8928c2632e,Schneider Electric,schneider-electric,2024,climate_report,03_climate_report_tcfd_transition_plan,Climate report / TCFD / transition plan,climate,climate_report,annual_or_ad_hoc,voluntary_or_regulated,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\schneider-electric\2024\climate-report\canonical-40d8e0d89b7401018cec99da\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\03_climate_report_tcfd_transition_plan\canonical-40d8e0d89b7401018cec99da\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\03_climate_report_tcfd_transition_plan\canonical-40d8e0d89b7401018cec99da\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\03_climate_report_tcfd_transition_plan\canonical-40d8e0d89b7401018cec99da\references.json,,
canonical_294d4c3aaafdda8f44f397f4,a809cbd84ea01e4ab02cad9e4fbf65c1fe1420b9157d072948a2a5ca313c54e9,LVMH,lvmh,2024,sbti_commitment,18_sbti_validation,SBTi validation,external_validation,sbti_commitment,ad_hoc,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\sbti-commitment\canonical-294d4c3aaafdda8f44f397f4\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-294d4c3aaafdda8f44f397f4\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-294d4c3aaafdda8f44f397f4\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-294d4c3aaafdda8f44f397f4\references.json,,
canonical_00d3275eb3c44ed97bf18452,aa93340c64910d9ae4bbd1f8936f3cda1d0f7f509b7e09420bbe199ee32dbd11,Schneider Electric,schneider-electric,2024,remuneration_report,,,,remuneration_report_needs_review,,,,needs_review,"[""may_be_section_of_urd"", ""official_doc_type_needs_review""]",C:\Users\hp\Desktop\ESG\ESGCorpus\schneider-electric\2024\remuneration-report\canonical-00d3275eb3c44ed97bf18452\document.pdf,,,,,
canonical_d469097f681ffab7d02a2b7c,ad1e291ef60f417ed054d620ecf71ef1df20c388285b5b945e0eb4e6788da435,TotalEnergies,totalenergies,2024,sbti_commitment,18_sbti_validation,SBTi validation,external_validation,sbti_commitment,ad_hoc,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\sbti-commitment\canonical-d469097f681ffab7d02a2b7c\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\18_sbti_validation\canonical-d469097f681ffab7d02a2b7c\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\18_sbti_validation\canonical-d469097f681ffab7d02a2b7c\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\18_sbti_validation\canonical-d469097f681ffab7d02a2b7c\references.json,,
canonical_daeb83514bfcf245dbf0ef63,ad9a34d297c6b6449538ade2021c61d7e05d530779dc291fc5079cb9e790120d,TotalEnergies,totalenergies,2024,remuneration_report,,,,remuneration_report_needs_review,,,,needs_review,"[""may_be_section_of_urd"", ""official_doc_type_needs_review""]",C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\remuneration-report\canonical-daeb83514bfcf245dbf0ef63\document.pdf,,,,,
canonical_ca8266ef2ec56361de270468,ada723f63fd95afc284ab42f21b59f3d6d7885e16aa360ee480bda221c8b6771,LVMH,lvmh,2024,sbti_commitment,18_sbti_validation,SBTi validation,external_validation,sbti_commitment,ad_hoc,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\sbti-commitment\canonical-ca8266ef2ec56361de270468\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-ca8266ef2ec56361de270468\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-ca8266ef2ec56361de270468\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-ca8266ef2ec56361de270468\references.json,,
